記錄時間,環境溫度 (°C),氣象觀測時間,時間戳 (ms)
2026-06-21 10:48:04,32.7,2026-06-21 10:30:00,1782010084687
2026-06-21 10:58:04,32.9,2026-06-21 10:40:00,1782010684764
2026-06-21 11:08:04,33.1,2026-06-21 10:50:00,1782011284942
2026-06-21 11:18:04,32.8,2026-06-21 11:00:00,1782011884669
2026-06-21 11:28:05,32.9,2026-06-21 11:10:00,1782012485042
2026-06-21 11:38:06,32.9,2026-06-21 11:20:00,1782013086014
2026-06-21 11:48:04,33.1,2026-06-21 11:30:00,1782013684913
2026-06-21 11:58:04,33.4,2026-06-21 11:40:00,1782014284894
2026-06-21 12:08:04,33.4,2026-06-21 11:50:00,1782014884822
2026-06-21 12:18:04,33.4,2026-06-21 12:00:00,1782015484645
2026-06-21 12:28:04,33.2,2026-06-21 12:10:00,1782016084780
2026-06-21 12:38:05,32.9,2026-06-21 12:20:00,1782016685766
2026-06-21 12:48:04,32.9,2026-06-21 12:30:00,1782017284558
2026-06-21 12:58:10,32.5,2026-06-21 12:40:00,1782017890821
2026-06-21 13:08:05,32.4,2026-06-21 12:50:00,1782018485050
2026-06-21 13:18:05,32.5,2026-06-21 13:00:00,1782019085384
2026-06-21 13:28:06,32.5,2026-06-21 13:10:00,1782019686276
2026-06-21 13:38:05,32.6,2026-06-21 13:20:00,1782020285240
2026-06-21 13:48:04,32.7,2026-06-21 13:30:00,1782020884710
2026-06-21 13:58:04,32.5,2026-06-21 13:40:00,1782021484846
2026-06-21 14:08:05,32.7,2026-06-21 13:50:00,1782022085062
2026-06-21 14:18:05,32.5,2026-06-21 14:00:00,1782022685042
2026-06-21 14:28:05,32.4,2026-06-21 14:10:00,1782023285045
2026-06-21 14:38:08,32.2,2026-06-21 14:20:00,1782023888897
2026-06-21 14:48:05,32.1,2026-06-21 14:30:00,1782024485351
2026-06-21 14:58:05,32.1,2026-06-21 14:40:00,1782025085039
2026-06-21 15:08:04,31.7,2026-06-21 14:50:00,1782025684895
2026-06-21 15:18:05,31.6,2026-06-21 15:00:00,1782026285058
2026-06-21 15:28:06,31.3,2026-06-21 15:10:00,1782026886104
2026-06-21 15:38:05,31.4,2026-06-21 15:20:00,1782027485552
2026-06-21 15:48:05,31.2,2026-06-21 15:30:00,1782028085117
2026-06-21 15:58:05,31.0,2026-06-21 15:40:00,1782028685024
2026-06-21 16:08:04,30.6,2026-06-21 15:50:00,1782029284844
2026-06-21 16:18:05,30.4,2026-06-21 16:00:00,1782029885091
2026-06-21 16:28:06,30.2,2026-06-21 16:10:00,1782030486380
2026-06-21 16:38:05,30.1,2026-06-21 16:20:00,1782031085079
2026-06-21 16:48:06,29.9,2026-06-21 16:30:00,1782031686857
2026-06-21 16:58:05,29.9,2026-06-21 16:40:00,1782032285108
2026-06-21 17:08:05,29.7,2026-06-21 16:50:00,1782032885364
2026-06-21 17:18:05,29.5,2026-06-21 17:00:00,1782033485308
2026-06-21 17:28:06,29.3,2026-06-21 17:10:00,1782034086123
2026-06-21 17:38:05,29.2,2026-06-21 17:20:00,1782034685689
2026-06-21 17:48:05,29.2,2026-06-21 17:30:00,1782035285160
2026-06-21 17:58:05,29.1,2026-06-21 17:40:00,1782035885196
2026-06-21 18:08:04,28.9,2026-06-21 17:50:00,1782036484948
2026-06-21 18:18:05,28.7,2026-06-21 18:00:00,1782037085140
2026-06-21 18:28:05,28.5,2026-06-21 18:10:00,1782037685121
2026-06-21 18:38:06,28.4,2026-06-21 18:20:00,1782038286507
2026-06-21 18:48:05,28.3,2026-06-21 18:30:00,1782038885624
2026-06-21 18:58:05,28.1,2026-06-21 18:40:00,1782039485927
2026-06-21 19:08:05,28.1,2026-06-21 18:50:00,1782040085175
2026-06-21 19:18:04,27.9,2026-06-21 19:00:00,1782040684201
2026-06-21 19:28:05,27.8,2026-06-21 19:10:00,1782041285063
2026-06-21 19:38:04,27.7,2026-06-21 19:20:00,1782041884102
2026-06-21 19:48:04,27.6,2026-06-21 19:30:00,1782042484377
2026-06-21 19:58:04,27.5,2026-06-21 19:40:00,1782043084059
2026-06-21 20:08:04,27.4,2026-06-21 19:50:00,1782043684170
2026-06-21 20:18:04,27.2,2026-06-21 20:00:00,1782044284372
2026-06-21 20:28:03,27.1,2026-06-21 20:10:00,1782044883853
2026-06-21 20:38:04,26.9,2026-06-21 20:20:00,1782045484180
2026-06-21 20:48:05,26.7,2026-06-21 20:30:00,1782046085217
2026-06-21 20:58:03,26.6,2026-06-21 20:40:00,1782046683880
2026-06-21 21:08:04,26.5,2026-06-21 20:50:00,1782047284327
2026-06-21 21:18:03,26.4,2026-06-21 21:00:00,1782047883953
2026-06-21 21:28:03,26.3,2026-06-21 21:10:00,1782048483915
2026-06-21 21:38:04,26.2,2026-06-21 21:20:00,1782049084345
2026-06-21 21:48:05,26.0,2026-06-21 21:30:00,1782049685390
2026-06-21 21:58:03,26.0,2026-06-21 21:40:00,1782050283775
2026-06-21 22:08:03,25.9,2026-06-21 21:50:00,1782050883960
2026-06-21 22:18:05,25.9,2026-06-21 22:00:00,1782051485241
2026-06-21 22:28:04,25.9,2026-06-21 22:10:00,1782052084120
2026-06-21 22:38:04,26.0,2026-06-21 22:20:00,1782052684379
2026-06-21 22:48:04,26.0,2026-06-21 22:30:00,1782053284195
2026-06-21 22:58:04,26.0,2026-06-21 22:40:00,1782053884061
2026-06-21 23:08:04,26.0,2026-06-21 22:50:00,1782054484236
2026-06-21 23:18:04,25.9,2026-06-21 23:00:00,1782055084208
2026-06-21 23:28:03,25.9,2026-06-21 23:10:00,1782055683801
2026-06-21 23:38:05,25.9,2026-06-21 23:20:00,1782056285231
2026-06-21 23:48:04,25.8,2026-06-21 23:30:00,1782056884465
2026-06-21 23:58:03,25.8,2026-06-21 23:40:00,1782057483842
