記錄時間,環境溫度 (°C),氣象觀測時間,時間戳 (ms)
2026-06-25 10:38:04,29.5,2026-06-25 10:20:00,1782355084425
2026-06-25 10:48:04,29.6,2026-06-25 10:30:00,1782355684512
2026-06-25 10:58:03,29.6,2026-06-25 10:40:00,1782356283839
2026-06-25 11:08:04,29.6,2026-06-25 10:50:00,1782356884663
2026-06-25 11:18:05,30.1,2026-06-25 11:00:00,1782357485042
2026-06-25 11:28:04,29.7,2026-06-25 11:10:00,1782358084953
2026-06-25 11:38:05,29.1,2026-06-25 11:20:00,1782358685365
2026-06-25 11:48:04,28.7,2026-06-25 11:30:00,1782359284728
2026-06-25 11:58:04,28.7,2026-06-25 11:40:00,1782359884579
2026-06-25 12:08:03,28.4,2026-06-25 11:50:00,1782360483889
2026-06-25 12:18:03,28.2,2026-06-25 12:00:00,1782361083965
2026-06-25 12:28:13,28.3,2026-06-25 12:10:00,1782361693724
2026-06-25 12:38:05,28.5,2026-06-25 12:20:00,1782362285879
2026-06-25 12:48:05,28.3,2026-06-25 12:30:00,1782362885943
2026-06-25 12:58:05,28.2,2026-06-25 12:40:00,1782363485091
2026-06-25 13:08:08,28.1,2026-06-25 12:50:00,1782364088300
2026-06-25 13:18:04,28.3,2026-06-25 13:00:00,1782364684505
2026-06-25 13:28:04,28.2,2026-06-25 13:10:00,1782365284622
2026-06-25 13:38:08,28.3,2026-06-25 13:20:00,1782365888045
2026-06-25 13:48:05,28.9,2026-06-25 13:30:00,1782366485453
2026-06-25 13:58:05,29.2,2026-06-25 13:40:00,1782367085719
2026-06-25 14:08:04,28.5,2026-06-25 13:50:00,1782367684242
2026-06-25 14:18:04,27.7,2026-06-25 14:00:00,1782368284267
2026-06-25 14:28:05,27.4,2026-06-25 14:10:00,1782368885765
2026-06-25 14:38:43,27.4,2026-06-25 14:20:00,1782369523513
2026-06-25 14:48:43,27.2,2026-06-25 14:30:00,1782370123048
2026-06-25 15:08:04,27.1,2026-06-25 14:50:00,1782371284709
2026-06-25 15:18:05,27.1,2026-06-25 15:00:00,1782371885740
2026-06-25 15:28:04,27.0,2026-06-25 15:10:00,1782372484789
2026-06-25 15:38:04,27.1,2026-06-25 15:20:00,1782373084635
2026-06-25 15:48:04,27.1,2026-06-25 15:30:00,1782373684670
2026-06-25 15:58:04,27.2,2026-06-25 15:40:00,1782374284790
2026-06-25 16:08:04,27.2,2026-06-25 15:50:00,1782374884734
2026-06-25 16:18:04,27.0,2026-06-25 16:00:00,1782375484701
2026-06-25 16:28:05,26.8,2026-06-25 16:10:00,1782376085105
2026-06-25 16:38:04,26.5,2026-06-25 16:20:00,1782376684787
2026-06-25 16:48:05,26.4,2026-06-25 16:30:00,1782377285808
2026-06-25 16:58:06,26.5,2026-06-25 16:40:00,1782377886788
2026-06-25 17:08:04,26.6,2026-06-25 16:50:00,1782378484548
2026-06-25 17:18:05,26.6,2026-06-25 17:00:00,1782379085916
2026-06-25 17:28:04,26.6,2026-06-25 17:10:00,1782379684490
2026-06-25 17:38:05,26.7,2026-06-25 17:20:00,1782380285044
2026-06-25 17:48:05,26.8,2026-06-25 17:30:00,1782380885042
2026-06-25 17:58:05,26.7,2026-06-25 17:40:00,1782381485046
2026-06-25 18:08:04,26.6,2026-06-25 17:50:00,1782382084793
2026-06-25 18:18:05,26.5,2026-06-25 18:00:00,1782382685127
2026-06-25 18:28:07,26.4,2026-06-25 18:10:00,1782383287544
2026-06-25 18:38:05,26.3,2026-06-25 18:20:00,1782383885537
2026-06-25 18:48:04,26.3,2026-06-25 18:30:00,1782384484650
2026-06-25 18:58:05,26.2,2026-06-25 18:40:00,1782385085063
2026-06-25 19:08:04,26.1,2026-06-25 18:50:00,1782385684698
2026-06-25 19:18:04,26.2,2026-06-25 19:00:00,1782386284887
2026-06-25 19:28:04,26.1,2026-06-25 19:10:00,1782386884785
2026-06-25 19:38:05,26.1,2026-06-25 19:20:00,1782387485205
2026-06-25 19:48:05,26.2,2026-06-25 19:30:00,1782388085239
2026-06-25 19:58:04,26.2,2026-06-25 19:40:00,1782388684693
2026-06-25 20:08:05,26.2,2026-06-25 19:50:00,1782389285233
2026-06-25 20:18:04,26.2,2026-06-25 20:00:00,1782389884862
2026-06-25 20:28:04,26.3,2026-06-25 20:10:00,1782390484903
2026-06-25 20:38:04,26.3,2026-06-25 20:20:00,1782391084537
2026-06-25 20:48:06,26.3,2026-06-25 20:30:00,1782391686026
2026-06-25 20:58:04,26.4,2026-06-25 20:40:00,1782392284925
2026-06-25 21:08:04,26.4,2026-06-25 20:50:00,1782392884677
2026-06-25 21:18:06,26.4,2026-06-25 21:00:00,1782393486026
2026-06-25 21:28:05,26.4,2026-06-25 21:10:00,1782394085766
2026-06-25 21:38:05,26.3,2026-06-25 21:20:00,1782394685009
2026-06-25 21:48:04,26.4,2026-06-25 21:30:00,1782395284416
2026-06-25 21:58:04,26.4,2026-06-25 21:40:00,1782395884665
2026-06-25 22:08:05,26.5,2026-06-25 21:50:00,1782396485047
2026-06-25 22:18:04,26.5,2026-06-25 22:00:00,1782397084909
2026-06-25 22:28:04,26.7,2026-06-25 22:10:00,1782397684564
2026-06-25 22:38:05,26.8,2026-06-25 22:20:00,1782398285006
2026-06-25 22:48:05,26.5,2026-06-25 22:30:00,1782398885719
2026-06-25 22:58:04,26.4,2026-06-25 22:40:00,1782399484279
2026-06-25 23:08:05,26.3,2026-06-25 22:50:00,1782400085061
2026-06-25 23:18:05,26.1,2026-06-25 23:00:00,1782400685937
2026-06-25 23:28:05,26.0,2026-06-25 23:10:00,1782401285161
2026-06-25 23:38:05,26.0,2026-06-25 23:20:00,1782401885063
2026-06-25 23:48:04,26.0,2026-06-25 23:30:00,1782402484510
2026-06-25 23:58:04,25.8,2026-06-25 23:40:00,1782403084937
