通報時間,溫度設定 (°C),通報環境溫度 (°C),氣象觀測時間,警報狀態,通知狀態
2026-06-22 20:28:04,28.0,27.1,2026-06-22 20:10:00,正常 (未超標),即時觀測更新
2026-06-22 20:38:06,28.0,27.0,2026-06-22 20:20:00,正常 (未超標),即時觀測更新
2026-06-22 20:48:04,28.0,27.0,2026-06-22 20:30:00,正常 (未超標),即時觀測更新
2026-06-22 20:58:04,28.0,27.0,2026-06-22 20:40:00,正常 (未超標),即時觀測更新
2026-06-22 21:08:04,28.0,27.0,2026-06-22 20:50:00,正常 (未超標),即時觀測更新
2026-06-22 21:18:04,28.0,27.0,2026-06-22 21:00:00,正常 (未超標),即時觀測更新
2026-06-22 21:28:04,28.0,27.0,2026-06-22 21:10:00,正常 (未超標),即時觀測更新
2026-06-22 21:38:06,28.0,27.0,2026-06-22 21:20:00,正常 (未超標),即時觀測更新
2026-06-22 21:48:04,28.0,26.8,2026-06-22 21:30:00,正常 (未超標),即時觀測更新
2026-06-22 21:58:04,28.0,26.7,2026-06-22 21:40:00,正常 (未超標),即時觀測更新
2026-06-22 22:08:04,28.0,26.6,2026-06-22 21:50:00,正常 (未超標),即時觀測更新
2026-06-22 22:18:06,28.0,26.6,2026-06-22 22:00:00,正常 (未超標),即時觀測更新
2026-06-22 22:28:04,28.0,26.6,2026-06-22 22:10:00,正常 (未超標),即時觀測更新
2026-06-22 22:38:04,28.0,26.5,2026-06-22 22:20:00,正常 (未超標),即時觀測更新
2026-06-22 22:48:04,28.0,26.5,2026-06-22 22:30:00,正常 (未超標),即時觀測更新
2026-06-22 22:58:04,28.0,26.4,2026-06-22 22:40:00,正常 (未超標),即時觀測更新
2026-06-22 23:08:04,28.0,26.3,2026-06-22 22:50:00,正常 (未超標),即時觀測更新
2026-06-22 23:18:06,28.0,26.3,2026-06-22 23:00:00,正常 (未超標),即時觀測更新
2026-06-22 23:28:04,28.0,26.4,2026-06-22 23:10:00,正常 (未超標),即時觀測更新
2026-06-22 23:38:04,28.0,26.4,2026-06-22 23:20:00,正常 (未超標),即時觀測更新
2026-06-22 23:48:05,28.0,26.3,2026-06-22 23:30:00,正常 (未超標),即時觀測更新
2026-06-22 23:58:04,28.0,26.3,2026-06-22 23:40:00,正常 (未超標),即時觀測更新
2026-06-23 06:08:06,28.0,25.7,2026-06-23 05:50:00,正常 (未超標),即時觀測更新
2026-06-23 06:18:05,28.0,26.4,2026-06-23 06:00:00,正常 (未超標),即時觀測更新
2026-06-23 06:28:05,28.0,27.1,2026-06-23 06:10:00,正常 (未超標),即時觀測更新
2026-06-23 06:38:05,28.0,27.9,2026-06-23 06:20:00,正常 (未超標),即時觀測更新
2026-06-23 06:48:05,28.0,28.9,2026-06-23 06:30:00,高溫超標警報,即時觀測更新
2026-06-23 06:58:09,28.0,29.2,2026-06-23 06:40:00,高溫超標警報,即時觀測更新
2026-06-23 07:08:06,28.0,29.2,2026-06-23 06:50:00,高溫超標警報,即時觀測更新
2026-06-23 07:18:05,28.0,29.2,2026-06-23 07:00:00,高溫超標警報,即時觀測更新
2026-06-23 07:28:06,28.0,29.5,2026-06-23 07:10:00,高溫超標警報,即時觀測更新
2026-06-23 07:38:05,28.0,29.6,2026-06-23 07:20:00,高溫超標警報,即時觀測更新
2026-06-23 07:48:05,28.0,29.5,2026-06-23 07:30:00,高溫超標警報,即時觀測更新
2026-06-23 07:58:05,28.0,29.8,2026-06-23 07:40:00,高溫超標警報,即時觀測更新
2026-06-23 08:08:07,28.0,30.1,2026-06-23 07:50:00,高溫超標警報,即時觀測更新
2026-06-23 08:28:05,28.0,29.9,2026-06-23 08:10:00,高溫超標警報,即時觀測更新
2026-06-23 08:38:05,28.0,30.1,2026-06-23 08:20:00,高溫超標警報,即時觀測更新
2026-06-23 08:48:05,28.0,30.4,2026-06-23 08:30:00,高溫超標警報,即時觀測更新
2026-06-23 08:58:05,28.0,30.9,2026-06-23 08:40:00,高溫超標警報,即時觀測更新
2026-06-23 09:08:05,28.0,30.9,2026-06-23 08:50:00,高溫超標警報,即時觀測更新
2026-06-23 09:18:06,28.0,30.6,2026-06-23 09:00:00,高溫超標警報,即時觀測更新
2026-06-23 09:28:05,28.0,30.7,2026-06-23 09:10:00,高溫超標警報,即時觀測更新
2026-06-23 09:38:05,28.0,31.0,2026-06-23 09:20:00,高溫超標警報,即時觀測更新
2026-06-23 09:48:05,28.0,31.2,2026-06-23 09:30:00,高溫超標警報,即時觀測更新
2026-06-23 09:58:05,28.0,30.7,2026-06-23 09:40:00,高溫超標警報,即時觀測更新
2026-06-23 10:08:05,28.0,31.5,2026-06-23 09:50:00,高溫超標警報,即時觀測更新
2026-06-23 10:18:05,28.0,31.0,2026-06-23 10:00:00,高溫超標警報,即時觀測更新
2026-06-23 10:28:05,28.0,31.0,2026-06-23 10:10:00,高溫超標警報,即時觀測更新
2026-06-23 10:38:06,28.0,31.1,2026-06-23 10:20:00,高溫超標警報,即時觀測更新
2026-06-23 10:48:05,28.0,31.3,2026-06-23 10:30:00,高溫超標警報,即時觀測更新
2026-06-23 10:58:05,28.0,31.5,2026-06-23 10:40:00,高溫超標警報,即時觀測更新
2026-06-23 11:08:05,28.0,31.5,2026-06-23 10:50:00,高溫超標警報,即時觀測更新
2026-06-23 11:18:05,28.0,31.7,2026-06-23 11:00:00,高溫超標警報,即時觀測更新
2026-06-23 11:28:05,28.0,31.9,2026-06-23 11:10:00,高溫超標警報,即時觀測更新
2026-06-23 11:38:06,28.0,32.2,2026-06-23 11:20:00,高溫超標警報,即時觀測更新
2026-06-23 11:48:04,28.0,32.0,2026-06-23 11:30:00,高溫超標警報,即時觀測更新
2026-06-23 11:58:05,28.0,32.2,2026-06-23 11:40:00,高溫超標警報,即時觀測更新
2026-06-23 12:08:04,28.0,32.2,2026-06-23 11:50:00,高溫超標警報,即時觀測更新
2026-06-23 12:18:04,28.0,32.5,2026-06-23 12:00:00,高溫超標警報,即時觀測更新
2026-06-23 12:28:06,28.0,32.5,2026-06-23 12:10:00,高溫超標警報,即時觀測更新
2026-06-23 12:38:05,28.0,32.5,2026-06-23 12:20:00,高溫超標警報,即時觀測更新
2026-06-23 12:48:05,28.0,32.5,2026-06-23 12:30:00,高溫超標警報,即時觀測更新
2026-06-23 12:58:06,28.0,33.0,2026-06-23 12:40:00,高溫超標警報,即時觀測更新
2026-06-23 13:08:05,28.0,32.7,2026-06-23 12:50:00,高溫超標警報,即時觀測更新
2026-06-23 13:18:05,28.0,33.0,2026-06-23 13:00:00,高溫超標警報,即時觀測更新
2026-06-23 13:28:05,28.0,33.0,2026-06-23 13:10:00,高溫超標警報,即時觀測更新
2026-06-23 13:38:05,28.0,33.1,2026-06-23 13:20:00,高溫超標警報,即時觀測更新
2026-06-23 13:48:04,28.0,32.8,2026-06-23 13:30:00,高溫超標警報,即時觀測更新
2026-06-23 13:58:04,28.0,32.8,2026-06-23 13:40:00,高溫超標警報,即時觀測更新
2026-06-23 14:08:05,28.0,33.0,2026-06-23 13:50:00,高溫超標警報,即時觀測更新
2026-06-23 14:18:04,28.0,33.1,2026-06-23 14:00:00,高溫超標警報,即時觀測更新
2026-06-23 14:28:04,28.0,33.0,2026-06-23 14:10:00,高溫超標警報,即時觀測更新
2026-06-23 14:38:06,28.0,32.6,2026-06-23 14:20:00,高溫超標警報,即時觀測更新
2026-06-23 14:48:05,28.0,32.7,2026-06-23 14:30:00,高溫超標警報,即時觀測更新
2026-06-23 14:58:04,28.0,32.7,2026-06-23 14:40:00,高溫超標警報,即時觀測更新
2026-06-23 15:08:05,28.0,32.6,2026-06-23 14:50:00,高溫超標警報,即時觀測更新
2026-06-23 15:18:06,28.0,32.6,2026-06-23 15:00:00,高溫超標警報,即時觀測更新
2026-06-23 15:28:06,28.0,32.6,2026-06-23 15:10:00,高溫超標警報,即時觀測更新
2026-06-23 15:38:05,28.0,32.3,2026-06-23 15:20:00,高溫超標警報,即時觀測更新
2026-06-23 15:48:06,28.0,32.4,2026-06-23 15:30:00,高溫超標警報,即時觀測更新
2026-06-23 15:58:05,28.0,32.4,2026-06-23 15:40:00,高溫超標警報,即時觀測更新
2026-06-23 16:08:04,28.0,31.9,2026-06-23 15:50:00,高溫超標警報,即時觀測更新
2026-06-23 16:18:06,28.0,31.6,2026-06-23 16:00:00,高溫超標警報,即時觀測更新
2026-06-23 16:28:04,28.0,31.1,2026-06-23 16:10:00,高溫超標警報,即時觀測更新
2026-06-23 16:38:05,28.0,31.0,2026-06-23 16:20:00,高溫超標警報,即時觀測更新
2026-06-23 16:48:06,28.0,30.9,2026-06-23 16:30:00,高溫超標警報,即時觀測更新
2026-06-23 16:58:04,28.0,31.0,2026-06-23 16:40:00,高溫超標警報,即時觀測更新
2026-06-23 17:08:04,28.0,30.9,2026-06-23 16:50:00,高溫超標警報,即時觀測更新
2026-06-23 17:18:04,28.0,30.9,2026-06-23 17:00:00,高溫超標警報,即時觀測更新
2026-06-23 17:28:06,28.0,30.5,2026-06-23 17:10:00,高溫超標警報,即時觀測更新
2026-06-23 17:38:04,28.0,30.5,2026-06-23 17:20:00,高溫超標警報,即時觀測更新
2026-06-23 17:48:04,28.0,30.3,2026-06-23 17:30:00,高溫超標警報,即時觀測更新
2026-06-23 17:58:05,28.0,30.1,2026-06-23 17:40:00,高溫超標警報,即時觀測更新
2026-06-23 18:08:04,28.0,30.0,2026-06-23 17:50:00,高溫超標警報,即時觀測更新
2026-06-23 18:18:04,28.0,29.8,2026-06-23 18:00:00,高溫超標警報,即時觀測更新
2026-06-23 18:28:04,28.0,29.6,2026-06-23 18:10:00,高溫超標警報,即時觀測更新
2026-06-23 18:38:04,28.0,29.4,2026-06-23 18:20:00,高溫超標警報,即時觀測更新
2026-06-23 18:48:04,28.0,29.3,2026-06-23 18:30:00,高溫超標警報,即時觀測更新
2026-06-23 18:58:04,28.0,29.2,2026-06-23 18:40:00,高溫超標警報,即時觀測更新
2026-06-23 19:08:04,28.0,29.0,2026-06-23 18:50:00,高溫超標警報,即時觀測更新
2026-06-23 19:18:06,28.0,28.9,2026-06-23 19:00:00,高溫超標警報,即時觀測更新
2026-06-23 19:28:04,28.0,28.8,2026-06-23 19:10:00,高溫超標警報,即時觀測更新
2026-06-23 19:38:04,28.0,28.7,2026-06-23 19:20:00,高溫超標警報,即時觀測更新
2026-06-23 19:48:06,28.0,28.6,2026-06-23 19:30:00,高溫超標警報,即時觀測更新
2026-06-23 19:58:05,28.0,28.3,2026-06-23 19:40:00,高溫超標警報,即時觀測更新
2026-06-23 20:08:05,28.0,28.1,2026-06-23 19:50:00,高溫超標警報,即時觀測更新
2026-06-23 20:18:06,28.0,27.9,2026-06-23 20:00:00,正常 (未超標),即時觀測更新
2026-06-23 20:28:04,28.0,27.8,2026-06-23 20:10:00,正常 (未超標),即時觀測更新
2026-06-23 20:38:04,28.0,27.7,2026-06-23 20:20:00,正常 (未超標),即時觀測更新
2026-06-23 20:48:05,28.0,27.6,2026-06-23 20:30:00,正常 (未超標),即時觀測更新
2026-06-23 20:58:05,28.0,27.6,2026-06-23 20:40:00,正常 (未超標),即時觀測更新
2026-06-23 21:08:04,28.0,27.5,2026-06-23 20:50:00,正常 (未超標),即時觀測更新
2026-06-23 21:18:10,28.0,27.4,2026-06-23 21:00:00,正常 (未超標),即時觀測更新
2026-06-23 21:28:05,28.0,27.4,2026-06-23 21:10:00,正常 (未超標),即時觀測更新
2026-06-23 21:38:06,28.0,27.3,2026-06-23 21:20:00,正常 (未超標),即時觀測更新
2026-06-23 21:48:04,28.0,27.3,2026-06-23 21:30:00,正常 (未超標),即時觀測更新
2026-06-23 21:58:05,28.0,27.3,2026-06-23 21:40:00,正常 (未超標),即時觀測更新
2026-06-23 22:08:06,28.0,27.3,2026-06-23 21:50:00,正常 (未超標),即時觀測更新
2026-06-23 22:18:05,28.0,27.2,2026-06-23 22:00:00,正常 (未超標),即時觀測更新
2026-06-23 22:28:05,28.0,27.1,2026-06-23 22:10:00,正常 (未超標),即時觀測更新
2026-06-23 22:38:07,28.0,27.1,2026-06-23 22:20:00,正常 (未超標),即時觀測更新
2026-06-23 22:48:05,28.0,26.9,2026-06-23 22:30:00,正常 (未超標),即時觀測更新
2026-06-23 22:58:05,28.0,26.9,2026-06-23 22:40:00,正常 (未超標),即時觀測更新
2026-06-23 23:08:04,28.0,26.8,2026-06-23 22:50:00,正常 (未超標),即時觀測更新
2026-06-23 23:18:04,28.0,26.8,2026-06-23 23:00:00,正常 (未超標),即時觀測更新
2026-06-23 23:28:05,28.0,26.9,2026-06-23 23:10:00,正常 (未超標),即時觀測更新
2026-06-23 23:38:06,28.0,27.0,2026-06-23 23:20:00,正常 (未超標),即時觀測更新
2026-06-23 23:48:05,28.0,27.0,2026-06-23 23:30:00,正常 (未超標),即時觀測更新
2026-06-23 23:58:05,28.0,27.0,2026-06-23 23:40:00,正常 (未超標),即時觀測更新
2026-06-24 06:08:05,28.0,26.8,2026-06-24 05:50:00,正常 (未超標),即時觀測更新
2026-06-24 06:18:05,28.0,27.0,2026-06-24 06:00:00,正常 (未超標),即時觀測更新
2026-06-24 06:28:06,28.0,27.4,2026-06-24 06:10:00,正常 (未超標),即時觀測更新
2026-06-24 06:38:05,28.0,28.0,2026-06-24 06:20:00,正常 (未超標),即時觀測更新
2026-06-24 06:48:05,28.0,28.5,2026-06-24 06:30:00,高溫超標警報,即時觀測更新
2026-06-24 06:58:05,28.0,28.6,2026-06-24 06:40:00,高溫超標警報,即時觀測更新
2026-06-24 07:08:04,28.0,28.7,2026-06-24 06:50:00,高溫超標警報,即時觀測更新
2026-06-24 07:18:07,28.0,28.7,2026-06-24 07:00:00,高溫超標警報,即時觀測更新
2026-06-24 07:28:05,28.0,28.9,2026-06-24 07:10:00,高溫超標警報,即時觀測更新
2026-06-24 07:38:05,28.0,29.0,2026-06-24 07:20:00,高溫超標警報,即時觀測更新
2026-06-24 07:48:05,28.0,29.3,2026-06-24 07:30:00,高溫超標警報,即時觀測更新
2026-06-24 07:58:06,28.0,29.9,2026-06-24 07:40:00,高溫超標警報,即時觀測更新
2026-06-24 08:08:07,28.0,30.7,2026-06-24 07:50:00,高溫超標警報,即時觀測更新
2026-06-24 08:18:07,28.0,31.4,2026-06-24 08:00:00,高溫超標警報,即時觀測更新
2026-06-24 08:28:07,28.0,31.5,2026-06-24 08:10:00,高溫超標警報,即時觀測更新
2026-06-24 08:38:07,28.0,31.6,2026-06-24 08:20:00,高溫超標警報,即時觀測更新
2026-06-24 08:48:05,28.0,31.8,2026-06-24 08:30:00,高溫超標警報,即時觀測更新
2026-06-24 08:58:06,28.0,31.2,2026-06-24 08:40:00,高溫超標警報,即時觀測更新
2026-06-24 09:08:06,28.0,30.5,2026-06-24 08:50:00,高溫超標警報,即時觀測更新
2026-06-24 09:18:06,28.0,31.1,2026-06-24 09:00:00,高溫超標警報,即時觀測更新
2026-06-24 09:28:07,28.0,31.2,2026-06-24 09:10:00,高溫超標警報,即時觀測更新
2026-06-24 09:38:05,28.0,31.8,2026-06-24 09:20:00,高溫超標警報,即時觀測更新
2026-06-24 09:48:06,28.0,32.3,2026-06-24 09:30:00,高溫超標警報,即時觀測更新
2026-06-24 09:58:04,28.0,32.1,2026-06-24 09:40:00,高溫超標警報,即時觀測更新
2026-06-24 10:08:04,28.0,32.2,2026-06-24 09:50:00,高溫超標警報,即時觀測更新
2026-06-24 10:18:04,28.0,32.6,2026-06-24 10:00:00,高溫超標警報,即時觀測更新
2026-06-24 10:28:04,28.0,32.9,2026-06-24 10:10:00,高溫超標警報,即時觀測更新
2026-06-24 10:38:06,28.0,32.8,2026-06-24 10:20:00,高溫超標警報,即時觀測更新
2026-06-24 10:48:04,28.0,33.1,2026-06-24 10:30:00,高溫超標警報,即時觀測更新
2026-06-24 10:58:04,28.0,33.2,2026-06-24 10:40:00,高溫超標警報,即時觀測更新
2026-06-24 11:08:06,28.0,33.2,2026-06-24 10:50:00,高溫超標警報,即時觀測更新
2026-06-24 11:18:04,28.0,33.1,2026-06-24 11:00:00,高溫超標警報,即時觀測更新
2026-06-24 11:28:04,28.0,33.0,2026-06-24 11:10:00,高溫超標警報,即時觀測更新
2026-06-24 11:38:04,28.0,33.3,2026-06-24 11:20:00,高溫超標警報,即時觀測更新
2026-06-24 11:48:04,28.0,33.5,2026-06-24 11:30:00,高溫超標警報,即時觀測更新
2026-06-24 11:58:05,28.0,33.4,2026-06-24 11:40:00,高溫超標警報,即時觀測更新
2026-06-24 12:08:05,28.0,34.0,2026-06-24 11:50:00,高溫超標警報,即時觀測更新
2026-06-24 12:18:04,28.0,34.1,2026-06-24 12:00:00,高溫超標警報,即時觀測更新
2026-06-24 12:28:04,28.0,33.8,2026-06-24 12:10:00,高溫超標警報,即時觀測更新
2026-06-24 12:38:08,28.0,33.3,2026-06-24 12:20:00,高溫超標警報,即時觀測更新
2026-06-24 12:48:06,28.0,33.3,2026-06-24 12:30:00,高溫超標警報,即時觀測更新
2026-06-24 12:58:09,28.0,33.8,2026-06-24 12:40:00,高溫超標警報,即時觀測更新
2026-06-24 13:08:04,28.0,34.1,2026-06-24 12:50:00,高溫超標警報,即時觀測更新
2026-06-24 13:18:07,28.0,33.9,2026-06-24 13:00:00,高溫超標警報,即時觀測更新
2026-06-24 13:28:08,28.0,33.9,2026-06-24 13:10:00,高溫超標警報,即時觀測更新
2026-06-24 13:38:14,28.0,34.2,2026-06-24 13:20:00,高溫超標警報,即時觀測更新
2026-06-24 13:48:46,28.0,34.0,2026-06-24 13:30:00,高溫超標警報,即時觀測更新
2026-06-24 13:58:07,28.0,33.7,2026-06-24 13:40:00,高溫超標警報,即時觀測更新
2026-06-24 14:08:08,28.0,33.5,2026-06-24 13:50:00,高溫超標警報,即時觀測更新
2026-06-24 14:18:09,28.0,33.2,2026-06-24 14:00:00,高溫超標警報,即時觀測更新
2026-06-24 14:28:08,28.0,33.0,2026-06-24 14:10:00,高溫超標警報,即時觀測更新
2026-06-24 14:38:06,28.0,33.2,2026-06-24 14:20:00,高溫超標警報,即時觀測更新
2026-06-24 14:48:07,28.0,33.2,2026-06-24 14:30:00,高溫超標警報,即時觀測更新
2026-06-24 14:58:07,28.0,33.1,2026-06-24 14:40:00,高溫超標警報,即時觀測更新
2026-06-24 15:08:08,28.0,33.3,2026-06-24 14:50:00,高溫超標警報,即時觀測更新
2026-06-24 15:18:07,28.0,33.2,2026-06-24 15:00:00,高溫超標警報,即時觀測更新
2026-06-24 15:28:05,28.0,33.4,2026-06-24 15:10:00,高溫超標警報,即時觀測更新
2026-06-24 15:38:05,28.0,33.1,2026-06-24 15:20:00,高溫超標警報,即時觀測更新
2026-06-24 15:48:11,28.0,32.9,2026-06-24 15:30:00,高溫超標警報,即時觀測更新
2026-06-24 15:58:05,28.0,32.6,2026-06-24 15:40:00,高溫超標警報,即時觀測更新
2026-06-24 16:08:05,28.0,32.3,2026-06-24 15:50:00,高溫超標警報,即時觀測更新
2026-06-24 16:18:08,28.0,31.8,2026-06-24 16:00:00,高溫超標警報,即時觀測更新
2026-06-24 16:28:06,28.0,31.7,2026-06-24 16:10:00,高溫超標警報,即時觀測更新
2026-06-24 16:38:11,28.0,31.2,2026-06-24 16:20:00,高溫超標警報,即時觀測更新
2026-06-24 16:48:08,28.0,31.2,2026-06-24 16:30:00,高溫超標警報,即時觀測更新
2026-06-24 17:08:06,28.0,30.7,2026-06-24 16:50:00,高溫超標警報,即時觀測更新
2026-06-24 17:18:07,28.0,30.6,2026-06-24 17:00:00,高溫超標警報,即時觀測更新
2026-06-24 17:28:05,28.0,30.2,2026-06-24 17:10:00,高溫超標警報,即時觀測更新
2026-06-24 17:38:07,28.0,30.2,2026-06-24 17:20:00,高溫超標警報,即時觀測更新
2026-06-24 17:48:05,28.0,30.2,2026-06-24 17:30:00,高溫超標警報,即時觀測更新
2026-06-24 17:58:05,28.0,29.9,2026-06-24 17:40:00,高溫超標警報,即時觀測更新
2026-06-24 18:08:05,28.0,29.7,2026-06-24 17:50:00,高溫超標警報,即時觀測更新
2026-06-24 18:18:09,28.0,29.5,2026-06-24 18:00:00,高溫超標警報,即時觀測更新
2026-06-24 18:28:05,28.0,29.3,2026-06-24 18:10:00,高溫超標警報,即時觀測更新
2026-06-24 18:38:07,28.0,29.2,2026-06-24 18:20:00,高溫超標警報,即時觀測更新
2026-06-24 18:48:05,28.0,29.1,2026-06-24 18:30:00,高溫超標警報,即時觀測更新
2026-06-24 18:58:05,28.0,29.1,2026-06-24 18:40:00,高溫超標警報,即時觀測更新
2026-06-24 19:08:05,28.0,29.0,2026-06-24 18:50:00,高溫超標警報,即時觀測更新
2026-06-24 19:19:29,28.0,28.9,2026-06-24 19:00:00,高溫超標警報,即時觀測更新
2026-06-24 19:31:19,28.0,28.9,2026-06-24 19:20:00,高溫超標警報,即時觀測更新
2026-06-24 19:39:17,28.0,28.9,2026-06-24 19:20:00,高溫超標警報,即時觀測更新
2026-06-24 19:48:29,28.0,29.0,2026-06-24 19:30:00,高溫超標警報,即時觀測更新
2026-06-24 19:58:18,28.0,29.1,2026-06-24 19:40:00,高溫超標警報,即時觀測更新
2026-06-24 20:08:25,28.0,29.1,2026-06-24 19:50:00,高溫超標警報,即時觀測更新
2026-06-24 20:18:04,28.0,29.1,2026-06-24 20:00:00,高溫超標警報,即時觀測更新
2026-06-24 20:28:05,28.0,29.0,2026-06-24 20:10:00,高溫超標警報,即時觀測更新
2026-06-24 20:38:04,28.0,29.0,2026-06-24 20:20:00,高溫超標警報,即時觀測更新
2026-06-24 20:48:05,28.0,29.0,2026-06-24 20:30:00,高溫超標警報,即時觀測更新
2026-06-24 20:58:05,28.0,28.9,2026-06-24 20:40:00,高溫超標警報,即時觀測更新
2026-06-24 21:08:06,28.0,28.9,2026-06-24 20:50:00,高溫超標警報,即時觀測更新
2026-06-24 21:18:05,28.0,28.8,2026-06-24 21:00:00,高溫超標警報,即時觀測更新
2026-06-24 21:28:06,28.0,28.6,2026-06-24 21:10:00,高溫超標警報,即時觀測更新
2026-06-24 21:38:05,28.0,28.5,2026-06-24 21:20:00,高溫超標警報,即時觀測更新
2026-06-24 21:48:05,28.0,28.5,2026-06-24 21:30:00,高溫超標警報,即時觀測更新
2026-06-24 21:58:06,28.0,28.5,2026-06-24 21:40:00,高溫超標警報,即時觀測更新
2026-06-24 22:08:05,28.0,28.5,2026-06-24 21:50:00,高溫超標警報,即時觀測更新
2026-06-24 22:18:07,28.0,28.5,2026-06-24 22:00:00,高溫超標警報,即時觀測更新
2026-06-24 22:28:05,28.0,28.6,2026-06-24 22:10:00,高溫超標警報,即時觀測更新
2026-06-24 22:38:05,28.0,28.6,2026-06-24 22:20:00,高溫超標警報,即時觀測更新
2026-06-24 22:48:05,28.0,28.7,2026-06-24 22:30:00,高溫超標警報,即時觀測更新
2026-06-24 22:58:05,28.0,28.7,2026-06-24 22:40:00,高溫超標警報,即時觀測更新
2026-06-24 23:08:06,28.0,28.7,2026-06-24 22:50:00,高溫超標警報,即時觀測更新
2026-06-24 23:18:07,28.0,28.8,2026-06-24 23:00:00,高溫超標警報,即時觀測更新
2026-06-24 23:28:05,28.0,28.8,2026-06-24 23:10:00,高溫超標警報,即時觀測更新
2026-06-24 23:38:05,28.0,28.8,2026-06-24 23:20:00,高溫超標警報,即時觀測更新
2026-06-24 23:48:05,28.0,28.4,2026-06-24 23:30:00,高溫超標警報,即時觀測更新
2026-06-24 23:58:05,28.0,27.8,2026-06-24 23:40:00,正常 (未超標),即時觀測更新
2026-06-25 06:08:06,28.0,27.1,2026-06-25 05:50:00,正常 (未超標),即時觀測更新
2026-06-25 06:18:06,28.0,27.2,2026-06-25 06:00:00,正常 (未超標),即時觀測更新
2026-06-25 06:28:05,28.0,27.4,2026-06-25 06:10:00,正常 (未超標),即時觀測更新
2026-06-25 06:38:05,28.0,27.6,2026-06-25 06:20:00,正常 (未超標),即時觀測更新
2026-06-25 06:48:06,28.0,27.7,2026-06-25 06:30:00,正常 (未超標),即時觀測更新
2026-06-25 06:58:05,28.0,27.8,2026-06-25 06:40:00,正常 (未超標),即時觀測更新
2026-06-25 07:08:04,28.0,27.9,2026-06-25 06:50:00,正常 (未超標),即時觀測更新
2026-06-25 07:18:04,28.0,28.1,2026-06-25 07:00:00,高溫超標警報,即時觀測更新
2026-06-25 07:28:05,28.0,28.3,2026-06-25 07:10:00,高溫超標警報,即時觀測更新
2026-06-25 07:38:04,28.0,28.5,2026-06-25 07:20:00,高溫超標警報,即時觀測更新
2026-06-25 07:48:06,28.0,28.8,2026-06-25 07:30:00,高溫超標警報,即時觀測更新
2026-06-25 07:58:04,28.0,29.6,2026-06-25 07:40:00,高溫超標警報,即時觀測更新
2026-06-25 08:08:09,28.0,29.9,2026-06-25 07:50:00,高溫超標警報,即時觀測更新
2026-06-25 08:18:06,28.0,29.7,2026-06-25 08:00:00,高溫超標警報,即時觀測更新
2026-06-25 08:28:06,28.0,29.7,2026-06-25 08:10:00,高溫超標警報,即時觀測更新
2026-06-25 08:38:05,28.0,29.7,2026-06-25 08:20:00,高溫超標警報,即時觀測更新
2026-06-25 08:48:04,28.0,29.7,2026-06-25 08:30:00,高溫超標警報,即時觀測更新
2026-06-25 08:58:06,28.0,30.1,2026-06-25 08:40:00,高溫超標警報,即時觀測更新
2026-06-25 09:08:13,28.0,30.8,2026-06-25 08:50:00,高溫超標警報,即時觀測更新
2026-06-25 09:18:06,28.0,31.0,2026-06-25 09:00:00,高溫超標警報,即時觀測更新
2026-06-25 09:28:19,28.0,30.9,2026-06-25 09:10:00,高溫超標警報,即時觀測更新
2026-06-25 09:38:05,28.0,31.0,2026-06-25 09:20:00,高溫超標警報,即時觀測更新
2026-06-25 09:48:04,28.0,31.6,2026-06-25 09:30:00,高溫超標警報,即時觀測更新
2026-06-25 09:58:04,28.0,31.8,2026-06-25 09:40:00,高溫超標警報,即時觀測更新
2026-06-25 10:08:04,28.0,32.0,2026-06-25 09:50:00,高溫超標警報,即時觀測更新
2026-06-25 10:18:05,28.0,32.2,2026-06-25 10:00:00,高溫超標警報,即時觀測更新
2026-06-25 10:28:06,28.0,30.2,2026-06-25 10:10:00,高溫超標警報,即時觀測更新
2026-06-25 10:38:04,28.0,29.5,2026-06-25 10:20:00,高溫超標警報,即時觀測更新
2026-06-25 10:48:04,28.0,29.6,2026-06-25 10:30:00,高溫超標警報,即時觀測更新
2026-06-25 10:58:04,28.0,29.6,2026-06-25 10:40:00,高溫超標警報,即時觀測更新
2026-06-25 11:08:05,28.0,29.6,2026-06-25 10:50:00,高溫超標警報,即時觀測更新
2026-06-25 11:18:05,28.0,30.1,2026-06-25 11:00:00,高溫超標警報,即時觀測更新
2026-06-25 11:28:05,28.0,29.7,2026-06-25 11:10:00,高溫超標警報,即時觀測更新
2026-06-25 11:38:06,28.0,29.1,2026-06-25 11:20:00,高溫超標警報,即時觀測更新
2026-06-25 11:48:05,28.0,28.7,2026-06-25 11:30:00,高溫超標警報,即時觀測更新
2026-06-25 11:58:05,28.0,28.7,2026-06-25 11:40:00,高溫超標警報,即時觀測更新
2026-06-25 12:08:04,28.0,28.4,2026-06-25 11:50:00,高溫超標警報,即時觀測更新
2026-06-25 12:18:04,28.0,28.2,2026-06-25 12:00:00,高溫超標警報,即時觀測更新
2026-06-25 12:28:14,28.0,28.3,2026-06-25 12:10:00,高溫超標警報,即時觀測更新
2026-06-25 12:38:06,28.0,28.5,2026-06-25 12:20:00,高溫超標警報,即時觀測更新
2026-06-25 12:48:07,28.0,28.3,2026-06-25 12:30:00,高溫超標警報,即時觀測更新
2026-06-25 12:58:05,28.0,28.2,2026-06-25 12:40:00,高溫超標警報,即時觀測更新
2026-06-25 13:08:09,28.0,28.1,2026-06-25 12:50:00,高溫超標警報,即時觀測更新
