記錄時間,環境溫度 (°C),氣象觀測時間,時間戳 (ms)
2026-06-17 11:48:04,32.7,2026-06-17 11:30:00,1781668084547
2026-06-17 11:58:04,32.5,2026-06-17 11:40:00,1781668684087
2026-06-17 12:08:08,32.0,2026-06-17 11:50:00,1781669288126
2026-06-17 12:18:04,31.9,2026-06-17 12:00:00,1781669884044
2026-06-17 12:28:04,31.5,2026-06-17 12:10:00,1781670484077
2026-06-17 12:38:05,31.2,2026-06-17 12:20:00,1781671085277
2026-06-17 12:48:03,31.2,2026-06-17 12:30:00,1781671683706
2026-06-17 12:58:04,32.1,2026-06-17 12:40:00,1781672284267
2026-06-17 13:08:04,32.1,2026-06-17 12:50:00,1781672884243
2026-06-17 13:18:03,32.2,2026-06-17 13:00:00,1781673483852
2026-06-17 13:28:04,32.3,2026-06-17 13:10:00,1781674084526
2026-06-17 13:38:06,33.0,2026-06-17 13:20:00,1781674686712
2026-06-17 13:48:03,32.7,2026-06-17 13:30:00,1781675283838
2026-06-17 13:58:04,32.4,2026-06-17 13:40:00,1781675884199
2026-06-17 14:08:04,31.9,2026-06-17 13:50:00,1781676484214
2026-06-17 14:18:04,31.7,2026-06-17 14:00:00,1781677084241
2026-06-17 14:28:05,31.2,2026-06-17 14:10:00,1781677685137
2026-06-17 14:38:04,30.8,2026-06-17 14:20:00,1781678284292
2026-06-17 14:48:04,30.7,2026-06-17 14:30:00,1781678884208
2026-06-17 14:58:05,30.6,2026-06-17 14:40:00,1781679485854
2026-06-17 15:08:04,30.5,2026-06-17 14:50:00,1781680084979
2026-06-17 15:18:05,30.5,2026-06-17 15:00:00,1781680685058
2026-06-17 15:28:02,30.5,2026-06-17 15:10:00,1781681282979
2026-06-17 15:38:02,30.5,2026-06-17 15:20:00,1781681882883
2026-06-17 15:48:02,30.8,2026-06-17 15:30:00,1781682482791
2026-06-17 15:58:02,30.8,2026-06-17 15:40:00,1781683082899
2026-06-17 16:08:08,30.7,2026-06-17 15:50:00,1781683688957
2026-06-17 16:18:04,30.7,2026-06-17 16:00:00,1781684284469
2026-06-17 16:28:03,30.6,2026-06-17 16:10:00,1781684883155
2026-06-17 16:38:03,30.5,2026-06-17 16:20:00,1781685483220
2026-06-17 16:48:03,30.2,2026-06-17 16:30:00,1781686083654
2026-06-17 16:58:03,30.0,2026-06-17 16:40:00,1781686683399
2026-06-17 17:08:02,29.8,2026-06-17 16:50:00,1781687282954
2026-06-17 17:18:02,29.6,2026-06-17 17:00:00,1781687882957
2026-06-17 17:28:04,29.5,2026-06-17 17:10:00,1781688484301
2026-06-17 17:38:02,29.4,2026-06-17 17:20:00,1781689082944
2026-06-17 17:48:03,29.4,2026-06-17 17:30:00,1781689683174
2026-06-17 17:58:02,29.3,2026-06-17 17:40:00,1781690282942
2026-06-17 18:08:03,29.2,2026-06-17 17:50:00,1781690883201
2026-06-17 18:18:03,29.1,2026-06-17 18:00:00,1781691483104
2026-06-17 18:28:02,28.9,2026-06-17 18:10:00,1781692083000
2026-06-17 18:38:04,28.8,2026-06-17 18:20:00,1781692684037
2026-06-17 18:48:03,28.6,2026-06-17 18:30:00,1781693283022
2026-06-17 18:58:04,28.6,2026-06-17 18:40:00,1781693884414
2026-06-17 19:08:02,28.5,2026-06-17 18:50:00,1781694482876
2026-06-17 19:18:03,28.4,2026-06-17 19:00:00,1781695083149
2026-06-17 19:28:03,28.2,2026-06-17 19:10:00,1781695683983
2026-06-17 19:38:03,28.0,2026-06-17 19:20:00,1781696283174
2026-06-17 19:48:03,27.8,2026-06-17 19:30:00,1781696883331
2026-06-17 19:58:03,27.8,2026-06-17 19:40:00,1781697483043
2026-06-17 20:08:03,27.8,2026-06-17 19:50:00,1781698083019
2026-06-17 20:18:03,27.8,2026-06-17 20:00:00,1781698683431
2026-06-17 20:28:03,27.7,2026-06-17 20:10:00,1781699283079
2026-06-17 20:38:04,27.7,2026-06-17 20:20:00,1781699884362
2026-06-17 20:48:03,27.7,2026-06-17 20:30:00,1781700483233
2026-06-17 20:58:03,27.6,2026-06-17 20:40:00,1781701083100
2026-06-17 21:08:03,27.6,2026-06-17 20:50:00,1781701683201
2026-06-17 21:18:03,27.5,2026-06-17 21:00:00,1781702283045
2026-06-17 21:28:03,27.5,2026-06-17 21:10:00,1781702883102
2026-06-17 21:38:04,27.5,2026-06-17 21:20:00,1781703484372
2026-06-17 21:48:03,27.5,2026-06-17 21:30:00,1781704083376
2026-06-17 21:58:03,27.4,2026-06-17 21:40:00,1781704683118
2026-06-17 22:08:03,27.3,2026-06-17 21:50:00,1781705283135
2026-06-17 22:18:03,27.3,2026-06-17 22:00:00,1781705883194
2026-06-17 22:28:03,27.2,2026-06-17 22:10:00,1781706483218
2026-06-17 22:38:03,27.2,2026-06-17 22:20:00,1781707083190
2026-06-17 22:48:04,27.1,2026-06-17 22:30:00,1781707684080
2026-06-17 22:58:03,27.1,2026-06-17 22:40:00,1781708283425
2026-06-17 23:08:03,27.0,2026-06-17 22:50:00,1781708883222
2026-06-17 23:18:03,27.0,2026-06-17 23:00:00,1781709483311
2026-06-17 23:28:03,27.0,2026-06-17 23:10:00,1781710083224
2026-06-17 23:38:04,26.9,2026-06-17 23:20:00,1781710684374
2026-06-17 23:48:03,26.9,2026-06-17 23:30:00,1781711283313
2026-06-17 23:58:03,26.9,2026-06-17 23:40:00,1781711883230
