記錄時間,環境溫度 (°C),氣象觀測時間,時間戳 (ms)
2026-06-22 13:48:04,32.3,2026-06-22 13:30:00,1782107284918
2026-06-22 13:58:06,32.3,2026-06-22 13:40:00,1782107886292
2026-06-22 14:08:05,32.1,2026-06-22 13:50:00,1782108485098
2026-06-22 14:18:06,31.9,2026-06-22 14:00:00,1782109086331
2026-06-22 14:28:05,32.3,2026-06-22 14:10:00,1782109685097
2026-06-22 14:38:05,32.3,2026-06-22 14:20:00,1782110285073
2026-06-22 14:48:05,32.5,2026-06-22 14:30:00,1782110885080
2026-06-22 14:58:05,32.3,2026-06-22 14:40:00,1782111485708
2026-06-22 15:08:07,32.3,2026-06-22 14:50:00,1782112087754
2026-06-22 15:18:07,32.0,2026-06-22 15:00:00,1782112687052
2026-06-22 15:28:04,31.9,2026-06-22 15:10:00,1782113284493
2026-06-22 15:38:04,32.1,2026-06-22 15:20:00,1782113884633
2026-06-22 15:48:07,31.7,2026-06-22 15:30:00,1782114487022
2026-06-22 15:58:05,31.3,2026-06-22 15:40:00,1782115085385
2026-06-22 16:08:06,30.8,2026-06-22 15:50:00,1782115686281
2026-06-22 16:18:06,30.9,2026-06-22 16:00:00,1782116286486
2026-06-22 16:28:04,30.8,2026-06-22 16:10:00,1782116884308
2026-06-22 16:38:04,30.7,2026-06-22 16:20:00,1782117484491
2026-06-22 16:48:04,30.5,2026-06-22 16:30:00,1782118084577
2026-06-22 16:58:06,30.4,2026-06-22 16:40:00,1782118686728
2026-06-22 17:08:03,30.6,2026-06-22 16:50:00,1782119283942
2026-06-22 17:18:05,30.6,2026-06-22 17:00:00,1782119885743
2026-06-22 17:28:03,30.4,2026-06-22 17:10:00,1782120483880
2026-06-22 17:38:04,30.2,2026-06-22 17:20:00,1782121084919
2026-06-22 17:48:04,30.0,2026-06-22 17:30:00,1782121684393
2026-06-22 17:58:04,30.0,2026-06-22 17:40:00,1782122284031
2026-06-22 18:08:04,29.7,2026-06-22 17:50:00,1782122884249
2026-06-22 18:18:05,29.4,2026-06-22 18:00:00,1782123485349
2026-06-22 18:28:04,29.2,2026-06-22 18:10:00,1782124084153
2026-06-22 18:38:05,28.9,2026-06-22 18:20:00,1782124685383
2026-06-22 18:48:04,28.7,2026-06-22 18:30:00,1782125284430
2026-06-22 18:58:04,28.5,2026-06-22 18:40:00,1782125884233
2026-06-22 19:08:05,28.3,2026-06-22 18:50:00,1782126485536
2026-06-22 19:18:04,28.1,2026-06-22 19:00:00,1782127084277
2026-06-22 19:28:05,27.9,2026-06-22 19:10:00,1782127685501
2026-06-22 19:38:03,27.7,2026-06-22 19:20:00,1782128283725
2026-06-22 19:48:04,27.6,2026-06-22 19:30:00,1782128884406
2026-06-22 19:58:04,27.4,2026-06-22 19:40:00,1782129484282
2026-06-22 20:08:04,27.3,2026-06-22 19:50:00,1782130084322
2026-06-22 20:18:04,27.2,2026-06-22 20:00:00,1782130684165
2026-06-22 20:28:04,27.1,2026-06-22 20:10:00,1782131284503
2026-06-22 20:38:05,27.0,2026-06-22 20:20:00,1782131885719
2026-06-22 20:48:04,27.0,2026-06-22 20:30:00,1782132484308
2026-06-22 20:58:04,27.0,2026-06-22 20:40:00,1782133084456
2026-06-22 21:08:03,27.0,2026-06-22 20:50:00,1782133683966
2026-06-22 21:18:04,27.0,2026-06-22 21:00:00,1782134284383
2026-06-22 21:28:04,27.0,2026-06-22 21:10:00,1782134884194
2026-06-22 21:38:05,27.0,2026-06-22 21:20:00,1782135485666
2026-06-22 21:48:03,26.8,2026-06-22 21:30:00,1782136083862
2026-06-22 21:58:04,26.7,2026-06-22 21:40:00,1782136684491
2026-06-22 22:08:04,26.6,2026-06-22 21:50:00,1782137284414
2026-06-22 22:18:05,26.6,2026-06-22 22:00:00,1782137885692
2026-06-22 22:28:04,26.6,2026-06-22 22:10:00,1782138484224
2026-06-22 22:38:04,26.5,2026-06-22 22:20:00,1782139084097
2026-06-22 22:48:04,26.5,2026-06-22 22:30:00,1782139684120
2026-06-22 22:58:04,26.4,2026-06-22 22:40:00,1782140284301
2026-06-22 23:08:04,26.3,2026-06-22 22:50:00,1782140884342
2026-06-22 23:18:05,26.3,2026-06-22 23:00:00,1782141485563
2026-06-22 23:28:04,26.4,2026-06-22 23:10:00,1782142084254
2026-06-22 23:38:04,26.4,2026-06-22 23:20:00,1782142684336
2026-06-22 23:48:04,26.3,2026-06-22 23:30:00,1782143284732
2026-06-22 23:58:04,26.3,2026-06-22 23:40:00,1782143884222
